Ссылка,Город,Цена в месяц,Оплата ЖКХ,Срок аренды,Условия проживания,Комиссия,Предоплата,Залог,Метро,Холодильник,Стиральная машина,Мебель в комнатах,Мебель на кухне,Телевизор,Интернет,Тип жилья,Общая площадь,Жилая площадь,Площадь кухни,Высота потолков,Тип дома,Тип перекрытий,Парковка,Санузел,Вид из окон,Количество лифтов,Год постройки,Подъезды,Ремонт,Отопление,Аварийность,Газоснабжение,Мусоропровод
https://www.cian.ru/rent/flat/294185947/,Москва,80000,включена (без счётчиков),от года,можно с детьми,50%,1 месяц,80000,Давыдково,True,True,True,True,True,True,,40,25,12,3.3,Монолитный,Железобетонные,Подземная,1 совмещенный,Во двор,"2 пассажирских, 2 грузовых",2021,4,Евроремонт,Центральное,Нет,,Да
https://www.cian.ru/rent/flat/294255327/,Москва,140000,включена (без счётчиков),от года,,50%,1 месяц,140000,Курская,True,True,True,True,True,True,Апартаменты,41,20,14,,Монолитно-кирпичный,,Подземная,1 совмещенный,На улицу,,,,Дизайнерский,,,,
https://www.cian.ru/rent/flat/294185048/,Москва,80000,включена (без счётчиков),от года,,,1 месяц,40000,Свиблово,True,True,True,True,True,True,,37,20,7,3.0,,Нет информации,Подземная,1 совмещенный,На улицу,"2 пассажирских, 1 грузовой",2022,6,Дизайнерский,Центральное,Нет,,
https://www.cian.ru/rent/flat/294468040/,Москва,80000,включена (без счётчиков),от года,можно с детьми и животными,50%,1 месяц,80000,Октябрьское поле,True,True,True,True,False,True,,60,40,,2.64,Панельный,Железобетонные,Наземная,"1 совмещенный, 1 раздельный",На улицу и двор,,1966,3,Евроремонт,Центральное,Нет,Центральное,
https://www.cian.ru/rent/flat/294194485/,Москва,85000,включена (без счётчиков),от года,можно с детьми и животными,50%,1 месяц,85000,Бульвар Рокоссовского,True,True,True,True,True,True,,58,,12,3.0,Монолитный,Железобетонные,Подземная,1 совмещенный,Во двор,"1 пассажирский, 1 грузовой",2022,3,Евроремонт,Центральное,Нет,,
https://www.cian.ru/rent/flat/294104915/,Москва,85000,включена (без счётчиков),от года,можно с детьми и животными,50%,1 месяц,85000,Достоевская,True,True,True,True,True,True,,56,,10,2.64,,Нет информации,Наземная,1 совмещенный,Во двор,2 пассажирских,1976,10,Евроремонт,Центральное,Нет,,Да
https://www.cian.ru/rent/flat/294501233/,Москва,83000,не включена,от года,можно с детьми,,,83000,Пушкинская,True,True,True,True,False,True,,57,,10,3.0,Кирпичный,Нет информации,Наземная,1 раздельный,Во двор,1 пассажирский,1966,3,Косметический,Центральное,Нет,Центральное,Да
https://www.cian.ru/rent/flat/293920400/,Москва,85000,включена (без счётчиков),от года,,100%,1 месяц,85000,Фили,True,True,True,True,False,True,Апартаменты,36,,,3.0,Монолитный,Нет информации,Подземная,1 совмещенный,На улицу и двор,"1 пассажирский, 1 грузовой",2018,,Евроремонт,Нет информации,Нет,,
https://www.cian.ru/rent/flat/294289778/,Москва,85000,включена (без счётчиков),от года,можно с детьми,50%,1 месяц,85000,Коммунарка,True,True,True,True,True,True,,61,46,12,2.8,Кирпичный,Железобетонные,Наземная,1 совмещенный,На улицу,"1 пассажирский, 1 грузовой",2015,4,Евроремонт,Центральное,Нет,,Да
https://www.cian.ru/rent/flat/294109131/,Москва,85000,включена (без счётчиков),от года,можно с детьми и животными,50%,1 месяц,85000,Петровский Парк,True,True,True,True,True,True,,42,,10,2.8,,Железобетонные,Наземная,1 совмещенный,,1 пассажирский,1968,1,Евроремонт,Центральное,Нет,Центральное,Да
https://www.cian.ru/rent/flat/293692108/,Москва,85000,включена (без счётчиков),от года,можно с детьми и животными,50%,1 месяц,85000,Народное Ополчение,True,True,True,True,True,True,,65,35,12,3.1,Монолитный,Железобетонные,Наземная,1 совмещенный,Во двор,"2 пассажирских, 2 грузовых",2010,2,Евроремонт,Индивидуальный тепловой пункт,Нет,,Да
https://www.cian.ru/rent/flat/293751989/,Москва,80000,включена (без счётчиков),от года,можно с детьми и животными,50%,1 месяц,80000,Варшавская,True,True,True,True,True,True,,85,55,12,3.0,,Железобетонные,Наземная,1 совмещенный,Во двор,,2007,1,Евроремонт,Центральное,Нет,,Да
https://www.cian.ru/rent/flat/294490186/,Москва,90000,включена (без счётчиков),от года,можно с детьми и животными,50%,1 месяц,45000,Беляево,True,True,True,True,True,True,,84,55,12,3.0,Кирпичный,Железобетонные,Наземная,"1 совмещенный, 1 раздельный",Во двор,"2 пассажирских, 2 грузовых",2007,9,Евроремонт,Центральное,Нет,,Да
https://www.cian.ru/rent/flat/294392798/,Москва,90000,включена (без счётчиков),от года,можно с детьми и животными,100%,1 месяц,90000,Коньково,True,True,True,True,True,True,,65,,9,2.64,Панельный,Железобетонные,Наземная,1 раздельный,Во двор,2 пассажирских,1972,5,Евроремонт,Центральное,Нет,,Да
